x,y,p_xx,p_xy,p_yy
0.184244,-0.00168198,0.0532479,0,0.00443738
0.185712,-0.00180353,0.0533904,0,0.00445972
0.187204,-0.00191705,0.0536736,0,0.00448933
0.188737,-0.00204189,0.0536249,0,0.00451529
0.190351,-0.0021718,0.0537543,0,0.00454034
0.191975,-0.00230505,0.0539633,0,0.00456927
0.193676,-0.00244201,0.0542415,0,0.00459298
0.195382,-0.00259035,0.0543438,0,0.00462232
0.197075,-0.0027381,0.0542935,0,0.00465736
0.198738,-0.00289727,0.0542148,0,0.00468776
0.200416,-0.0030554,0.0543742,0,0.00472175
0.202088,-0.00321554,0.0543822,0,0.00474749
0.203707,-0.00338091,0.0543214,0,0.00477813
0.205303,-0.00354914,0.0542427,0,0.00481207
0.206783,-0.00371637,0.0541542,0,0.00484101
0.208287,-0.00389029,0.0539003,0,0.00487647
0.209691,-0.00406246,0.0541655,0,0.00490336
0.211191,-0.0042293,0.054354,0,0.00493737
0.212765,-0.00440182,0.0545156,0,0.00496684
0.214282,-0.00458084,0.0545441,0,0.00500704
0.215761,-0.0047623,0.0545822,0,0.00504209
0.217186,-0.00494549,0.0547446,0,0.00507008
0.218633,-0.00513325,0.0547032,0,0.00510563
0.220141,-0.00533043,0.0547022,0,0.00514536
0.2216,-0.0055404,0.0549396,0,0.00516725
0.223057,-0.00574895,0.0550138,0,0.00518972
0.224524,-0.00595995,0.0550686,0,0.00521621
0.226016,-0.00617953,0.0551914,0,0.00525127
0.227547,-0.00639726,0.0552827,0,0.00528087
0.229061,-0.00661803,0.0554217,0,0.00531455
0.230573,-0.00683856,0.055387,0,0.00534787
0.232132,-0.00706239,0.0551048,0,0.00538821
0.233612,-0.00729366,0.0551057,0,0.00541921
0.235187,-0.00752596,0.0552191,0,0.00544828
0.236791,-0.00775631,0.0553914,0,0.00547307
0.23843,-0.00798568,0.0555295,0,0.00551675
0.240074,-0.00821434,0.0557039,0,0.0055565
0.241728,-0.00845009,0.055918,0,0.00558898
0.243328,-0.00868087,0.0559539,0,0.00561265
0.244866,-0.00891175,0.0559652,0,0.00565236
0.246402,-0.00915018,0.0561273,0,0.00569728
0.247912,-0.00939416,0.0561867,0,0.00572926
0.24944,-0.00964653,0.0562851,0,0.0057602
0.25093,-0.00990503,0.0564688,0,0.00579856
0.252475,-0.0101679,0.0563997,0,0.00582575
0.254259,-0.0104681,0.0568353,0,0.00589015
0.255805,-0.0107346,0.0568705,0,0.00590092
0.257286,-0.0110006,0.0569417,0,0.00593847
0.258749,-0.0112686,0.0571368,0,0.00597959
0.260312,-0.0115356,0.0573061,0,0.00601747
